Gestão SUS,Esfera,Coord Reg de Saúde,Superv Tec de Saude,Subprefeitura,Distrito,nº CNES,Nome,Endereco,Telefone
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Medeiros,6160816,AMA VILA MEDEIROS,"R. EURICO SODRE, 353 A, VL MEDEIROS, São Paulo, 02215010",2981-5578
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Guilherme,6451055,AMA. ESPECIALIDADES IZOLINA MAZZEI,"R. ORLANDO RIBEIRO DANTAS, 154 A, VL IZOLINA MAZZEI, São Paulo, 02083010",2201-6586
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Medeiros,7030460,BASE SAMU - NORTE - EDU CHAVES - AM839,"R. ROLAND GARROS, 1702, JARDIM BRASIL, São Paulo, 02235-001",
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Maria,7030517,BASE SAMU - NORTE - PARQUE NOVO MUNDO PB - AM841,"AV. MORVAN DIAS FIGUEIREDO, 4300, VILA MARIA, São Paulo, 02170-000",
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Maria,7272553,BASE SAMU - NORTE - PQ NOVO MUNDO PB - URAM MC1072,"AV. MORVAN DIAS DE FIGUEIREDO, 4300, VILA MARIA, São Paulo, 02170-000",
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Maria,7272561,BASE SAMU - NORTE - PQ NOVO MUNDO PB - URAM MC1137,"AV. MORVAN DIAS DE FIGUEIREDO, 4300, VILA MARIA, São Paulo, 02170-000",
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Maria,7030630,BASE SAMU - NORTE - VILA MARIA - AM922,"PRAÇA ENGENHEIRO HUGO BRANDI, 15, JARDIM ANDARAI, São Paulo, 02168-050",
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Maria,7257449,BASE SAMU - NORTE - VILA MARIA PB - AM902 SAV,"R. BENEDITO ESTEVAN DOS SANTOS, 812, VILA MARIA, São Paulo, 02136-000",
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Maria,6626327,CAPS Infantil II VILA MARIA VILA GUILHERME,"AV. ALBERTO BYINGTON, 526, VILA MARIA, São Paulo, 02127001",3478-3036
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Guilherme,5924316,CECCO V MARIA V GUILHERME TROTE,"R. SÃO QUIRINO, 905, VL GUILHERME, São Paulo, 02056070",2905-2135
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Maria,3212130,HOSP MUN V MARIA VER JOSE STOROPOLLI,"R. FRANCISCO FANGANIELLO, 127, PARQUE NOVO MUNDO, São Paulo, 02181160",2207-9000
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Maria,2075407,PS MUN V MARIA BAIXA,"PRAÇA ENGENHEIRO HUGO BRANDI, 15, PQ NOVO MUNDO, São Paulo, 02168050",2954-4536
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Maria,3335410,SUPERVISAO TECNICA SAUDE V MARIA,"R. GENERAL MENDES, 111, VILA MARIA ALTA, São Paulo, 02127020",
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Guilherme,2815567,SUVIS VILA MARIA/VILA GUILHERME,"AV. GUILHERME, 82, VILA GUILHERME, São Paulo, 02053000",2905-2687
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Guilherme,2068079,UBS CARANDIRU,"R. JOSÉ PEREIRA JORGE, 305, CARANDIRU, São Paulo, 02067020",2252-4144
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Medeiros,2075202,UBS J BRASIL,"R. FRANCISCO PEIXOTO BEZERRA, 400, JD BRASIL, São Paulo, 02222010",2201-4101
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Maria,2787504,UBS J JAPAO,"R. SOBRAL JUNIOR, 452, VL MARIA ALTA, São Paulo, 02130020",2954-2851
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Maria,2788349,UBS PQ NOVO MUNDO I,"R. BENEDITA DORNELAS CLARO, 451, PQ NOVO MUNDO, São Paulo, 02168020",2954-1747
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Maria,2788357,UBS PQ NOVO MUNDO II,"R. SOLDADO ANTONIO MATIAS DE CAMARGO, 87, PQ NOVO MUNDO, São Paulo, 02188050",2954-4580
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Medeiros,2788845,UBS V EDE,"R. PADRE MARCOS SIMONI, 390, VL EDE, São Paulo, 02203010",2212-4596
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Guilherme,2788950,UBS V GUILHERME CEO,"R. JOÃO VENTURA BATISTA, 615, VL GUILHERME, São Paulo, 02054100",2901-5883
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme,Vila Guilherme,2788993,UBS V IZOLINA MAZZEI,"R. ORLANDO RIBEIRO DANTAS, 154, VL IZOLINA MAZZEI, São Paulo, 02083010",2201-6586
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Guilherme,2068109,UBS V LEONOR,"AV. ANGELINA, 518, VL LEONOR, São Paulo, 02077000",2900-0235
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Maria,2027720,UBS V MARIA-LUIZ PAULO GNECCO,"R. ANDRÉ DA FONSECA, 70, VL MUNHOZ, São Paulo, 02135010",2201-7751
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Medeiros,2789051,UBS V MEDEIROS,"R. EURICO SODRE, 353, VL MEDEIROS, São Paulo, 02215010",2212-2223
SMS,MUNICIPAL,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Medeiros,2063670,UBS V SABRINA,"R. FRANCISCO FRANCO MACHADO, 150, VL. SABRINA, São Paulo, 02139020",2201-0284
SMS,PRIVADA,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Guilherme,3210022,CENTRO DE DIAG E TRATAMENTO CDT PESTALOZZI,"AV. MORVAN DIAS DE FIGUEIREDO, 2801, VILA GUILHERME, São Paulo, 02063000",2905-3048
SMS,PRIVADA,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme Vila Maria/,Vila Maria,2089777,HOSP NIPO BRASILEIRO(amb),"R. PISTOIA, 100, PQ NOVO MUNDO, São Paulo, 02189000",2633-2200
SMS,PRIVADA,Norte,Vila Maria/ Vila Guilherme,Vila Guilherme,Vila Maria,6936075,UNIDADE COMUNITARIA HOSP NIPO BRASILEIRO,"R. SOLDADO JOAO PEREIRA DA SILVA, 85 85, PQ NOVO MUNDO, São Paulo, 02189-010",2633-2536
SES,ESTADUAL,Sudeste,Ipiranga,Ipiranga,Sacomã,6479200,AME AMB MED ESPEC HELIOPOLIS,"AV. ALMIRANTE DELAMARE, 1534, CIDADE NOVA HELIOPOLIS, São Paulo, 04230000",2065-1550
SES,ESTADUAL,Sudeste,Ipiranga,Ipiranga,Cursino,2070766,CAISM-DR DAVI CAPISTRANO HOSP AGUA FUNDA,"AV. MIGUEL STEFANO, 3030, AGUA FUNDA, São Paulo, 04301002",5077-7800
SES,ESTADUAL,Sudeste,Ipiranga,Ipiranga,Sacomã,6423094,FARMACIA MEDEX HOSPITAL HELIOPOLIS,"R. CONEGO XAVIER, 276, SACOMA, São Paulo, 04231030",
SES,ESTADUAL,Sudeste,Ipiranga,Ipiranga,Sacomã,2066572,HOSP SES HELIOPOLIS,"R. CÔNEGO XAVIER, 276, SACOMA, São Paulo, 04231030",2274-7600
SES,ESTADUAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,2077523,HOSP SES IPIRANGA,"AV. NAZARE, 28, IPIRANGA, São Paulo, 04262000",2067-7799
SES,ESTADUAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,6926207,SERVIÇO ESTADUAL DE DIAGNOSTICO POR IMAGEM II SEDI II,"AV. ALMIRANTE DELAMARE, 1534, NOVA HELIOPOLIS, São Paulo, 04230-000",2065-3150
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,6133533,AMA FLAVIO GIANOTTI,"R. XAVIER DE ALMEIDA, 210, IPIRANGA, São Paulo, 04211000",2062-7236
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Sacomã,6133584,AMA PQ BRISTOL,"R. FRANCOIS BUNEL, 194, PQ BRISTOL, São Paulo, 04193310",2264-9357
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Sacomã,6133622,AMA SACOMA,"ESTRADA DAS LAGRIMAS, 1403, SACOMÃ, São Paulo, 04232000",2068-6816
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Cursino,6133649,AMA V MORAES-JOAO PAULO BOTELHO VIEIRA,"R. GIOVANNI DI BALDUCCIO, 250, VL MORAES, São Paulo, 04170000",5058-4916
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Sacomã,6357083,AMA. ESPECIALIDADES V DAS MERCES,"R. NOSSA SENHORA DAS MERCÊS, 1315, VL DAS MERCÊS, São Paulo, 04165001",2351-3291
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,2751860,AMB ESPEC FLAVIO GIANNOTTI CEO II,"R. XAVIER DE ALMEIDA, 210, IPIRANGA, São Paulo, 04211000",2063-0622
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Cursino,7272111,BASE SAMU - SUDESTE - CURSINO - AM866,"R. BARRETO MUNIZ, 291, VILA GUARANI, São Paulo, 04312-100",
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,7272138,BASE SAMU - SUDESTE - IPIRANGA - AM1000,"R. XAVIER DE ALMEIDA, 210, IPIRANGA, São Paulo, 04211-000",
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,7272146,BASE SAMU - SUDESTE - IPIRANGA - AM1001,"R. XAVIER DE ALMEIDA, 210, IPIRANGA, São Paulo, 04211-000",
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,7272693,BASE SAMU - SUDESTE - IPIRANGA - URAM MC1080,"R. XAVIER DE ALMEIDA, 210, IPIRANGA, São Paulo, 04211-000",
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,7272707,BASE SAMU - SUDESTE - IPIRANGA - URAM MC1134,"R. XAVIER DE ALMEIDA, 210, IPIRANGA, São Paulo, 04211-000",
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,7255802,BASE SAMU - SUDESTE - IPIRANGA PB - AM903 SAV,"AV. NAZARE, 301, IPIRANGA, São Paulo, 04263-000",
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Sacomã,7272197,BASE SAMU - SUDESTE - SACOMA PB - AM990,"R. MAX BERG, 99, VILA VERMELHA, São Paulo, 04297-020",
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Sacomã,6245838,CAPS AD II IPIRANGA V ARAPUA,"R. COLOMBO FLORENCE, 241, VL ARAPUÃ, São Paulo, 04257045",2274-6459
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,6586147,CAPS AD II SACOMA,"R. DO GRITO, 635, IPIRANGA, São Paulo, 04217000",2296-0105
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,6924972,CAPS Adulto II V MONUMENTO,"R. GONÇALO PEDROSA, 105, VILA MONUMENTO, São Paulo, 04261-060",2061-7829
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,3108368,CAPS Infantil II IPIRANGA,"R. CORREIA SALGADO, 257, VILA DOM PEDRO I, São Paulo, 04267-010",2940-2200
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,5380197,CLINICA ODONT ESPEC V ITAUNA- CEO(mun_05/07),"R. LINO COUTINHO, 841, IPIRANGA, São Paulo, 04207001",2272-7220
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,3446913,COORDENAÇÃO REGIONAL DE SAUDE SUDESTE,"R. PADRE MARCHETTI, 557, IPIRANGA, São Paulo, 04266000",
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,2027097,LAB MUNICIPAL REGIÃO SUDESTE,"R. PADRE MARCHETTI, 557, IPIRANGA, São Paulo, 04266000",2061-8379
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Sacomã,2037971,PS MUN AUGUSTO GOMES DE MATOS,"R. JÚLIO FELIPE GUEDES, 200, VL DAS MERCÊS, São Paulo, 04174040",2969-9950
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,2752131,SAE DST/AIDS IPIRANGA -JOSE F ARAUJO,"R. GONÇALVES LEDO, 606, IPIRANGA, São Paulo, 04216030",2273-5073
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,3335208,SUPERVISAO TECNICA SAUDE IPIRANGA,"R. LINO COUTINHO, 841, IPIRANGA, São Paulo, 04266000",
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,2752468,SUVIS IPIRANGA,"AV. NAZARÉ, 256, IPIRANGA, São Paulo, 04262-000",2263-4440
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Cursino,2064855,UBS AGUA FUNDA,"R. ROSA DE MORAES, 91, VL ÁGUA FUNDA, São Paulo, 04155000",5073-6253
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,3385264,UBS ALMIRANTE DELAMARE,"R. ALM. MARIATH, 62, VL HELIÓPOLIS, São Paulo, 04218040",2061-9030
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Sacomã,2042983,UBS EDUARDO ROMANO RESCHILIAN,"R. DR LAFAIETE DE SOUZA CAMARGO, 40, JD CLIMAX, São Paulo, 04177380",2335-5319
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Cursino,2042967,UBS J DA SAUDE-NEUSA ROSALIA MORALES,"R. DOMINGOS DE ROGATIS, 187, JD DA SAUDE, São Paulo, 04290080",5062-9586
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Sacomã,2047004,UBS J SAO SAVERIO-AURELIO MELLONE,"R. ATILIO SELVA, 10, JD CELESTE, São Paulo, 04195060",2331-2131
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Sacomã,2787830,UBS J SECKLER,"R. CARLOS MAURO, 114, SÃO JOÃO CLIMACO, São Paulo, 04240150",2946-8532
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,2042959,UBS JOAQUIM ROSSINI,"R. ALVARO FRAGOSO, 480, VL CARIOCA, São Paulo, 04223000",2273-4602
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Sacomã,2788055,UBS LUIZ ERNESTO MAZZONI,"AV. CARLOS LIVIERO, 566, VL LIVIERO, São Paulo, 04186100",2331-9624
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Sacomã,2788128,UBS MOINHO VELHO II,"R. BELGRADO, 323, MOINHO VELHO, São Paulo, 04285041",2274-1059
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Sacomã,2788284,UBS PQ BRISTOL,"R. FRANCOIS BUNEL, 194, PQ BRISTOL, São Paulo, 04193310",2331-3089
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Sacomã,2788519,UBS SACOMA,"ESTRADA DAS LAGRIMAS, 1403, SACOMÃ, São Paulo, 04232000",2915-8200
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,2788543,UBS SAO VICENTE DE PAULA,"R. VICENTE DA COSTA, 289, IPIRANGA, São Paulo, 04266050",2273-4592
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Sacomã,2788713,UBS V ARAPUA,"R. COLOMBO FLORENCE, 235, VL ARAPUA, São Paulo, 04257045",2946-6660
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Sacomã,2788829,UBS V DAS MERCES,"R. NOSSA SENHORA DAS MERCÊS, 1315, VL DAS MERCÊS, São Paulo, 04165001",2946-1443
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Cursino,2787598,UBS V GUMERCINDO-JANDIRA MASSUR,"R. DOM LUCIO DE SOUZA, 372, VL GUMERCINDO, São Paulo, 04129040",5062-7232
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,2042975,UBS V MONUMENTO-OSWALDO MARASCA JR,"AV. DOM PEDRO I, 594, IPIRANGA, São Paulo, 01552000",2272-8619
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Cursino,2789086,UBS V MORAES-JOAO PAULO BOTELHO VIEIRA,"R. GIOVANNI DI BALDUCCIO, 250, VL MORAES, São Paulo, 04170000",5073-8345
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,5479517,UBS VILA CARIOCA,"R. ANTONIO FREDERICO, 117, VL NDEPENDÊNCIA, São Paulo, 04224030",2273-9707
SMS,MUNICIPAL,Sudeste,Ipiranga,Ipiranga,Ipiranga,6585019,UNAD UNIDADE DE ATENDIMENTO AO DEPENDENTE,"AV. ALMIRANTE DELAMARE, 3033, VL NOVA HELIÓPOLIS, São Paulo, 04230042",2219-2700
SMS,PRIVADA,Sudeste,Ipiranga,Ipiranga,Ipiranga,2091577,CENTRO DE OFTALMO T CVINTAL(int+amb),"R. RIBEIRO DO AMARAL, 366, IPIRANGA, São Paulo, 04263200",2060-9920
SMS,PRIVADA,Sudeste,Ipiranga,Ipiranga,Ipiranga,2077469,HOSP MAT DOM ANTONIO DE ALVARENGA (int+amb),"AV. NAZARE, 1361, IPIRANGA, São Paulo, 04263200",2163-1755
SMS,PRIVADA,Sudeste,Ipiranga,Ipiranga,Ipiranga,2077752,HOSP MONUMENTO-CEHM(int + amb),"R. LIMA E SILVA, 985, IPIRANGA, São Paulo, 04215020",2915-2277
SMS,PRIVADA,Sudeste,Ipiranga,Ipiranga,Ipiranga,6984622,PROMOVE - CENTRO DE PROMOCAO E REABILITACAO EM SAUDE E INTEG,"R. ENGENHEIRO RANULFO PINHEIRO LIMA, 200, IPIRANGA, São Paulo, 04264-030",
SMS,PRIVADA,Sudeste,Ipiranga,Ipiranga,Ipiranga,2688670,SANATORINHOS ACAO COMUNITARIA DE SAUDE,"R. DOS PATRIOTAS, 598, IPIRANGA, São Paulo, 04307030",2063-1387
SES,ESTADUAL,Sudeste,Mooca/ Aricanduva,Mooca,Belém,2091542,AME AMB MED ESPEC MARIA ZELIA,"R. JEQUITINHONHA, 360, BELENZINHO, São Paulo, 03021040",2913-3003
SES,ESTADUAL,Sudeste,Mooca/ Aricanduva,Mooca,Belém,6335586,CENTRO ESTADUAL DE ANALISES CLINICAS DA ZONA LESTE CEAC SP,"R. JEQUITINHONHA, 444, BELEZINHO, São Paulo, 03021040",3583-1995
SES,ESTADUAL,Sudeste,Mooca/ Aricanduva,Mooca,Belém,3554538,FARMACIA MEDEX SES-PAM MARIA ZELIA,"R. JEQUITINHONHA, 360, BELENZINHO, São Paulo, 03021040",
SES,ESTADUAL,Sudeste,Mooca/ Aricanduva,Mooca,Belém,2088517,HOSP SES INF CANDIDO FONTOURA,"R. SIQUEIRA BUENO, 1757, AGUA RASA, São Paulo, 03173010",2603-5300
SES,ESTADUAL,Sudeste,Mooca/ Aricanduva,Mooca,Belém,2077701,HOSP SES MAT LEONOR MENDES DE BARROS,"AV. CELSO GARCIA, 2477, BELENZINHO, São Paulo, 03015000",2292-4188
SES,ESTADUAL,Sudeste,Mooca/ Aricanduva,Mooca,Belém,2091518,PAM BELEM-NGA 08,"R. DR CLEMENTINO, 200, BELEM, São Paulo, 03059030",2292-6571
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Tatuapé,6146309,AMA HOSP DR CARMINO CARICCHIO(Aut),"R. SIRIA, 95, TATUAPÉ, São Paulo, 03086040",3394-7129
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Mooca,6146295,AMA HOSP IGNACIO PROENCA DE GOUVEA(Aut),"R. VITOANTÔNIO DEL VECCHIO, 151, MOOCA, São Paulo, 03124-070",3394-7843
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Água Rasa,6135714,AMA AGUA RASA,"R. SERRA DE JAIRE, 1480, ÁGUA RASA, São Paulo, 03175001",2268-3542
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca Aricanduva,Pari,6135935,AMA PARI,"R. DAS OLARIAS, 503, CANINDÉ, São Paulo, 03030020",3329-9873
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,/Formosa/ Carrão Aricanduva,Aricanduva,6136052,AMA VILA ANTONIETA,"R. CORONEL JOÃO DE OLIVEIRA MELO, 440, VL ANTONIETA, São Paulo, 03474020",2253-1852
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,/Formosa/ Carrão Aricanduva,Carrão,6136060,AMA VILA CARRAO,"R. DR JACI BARBOSA, 280, VL CARRÃO, São Paulo, 03447000",2036-3853
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,/Formosa/ Carrão,Vila Formosa,6136079,AMA VILA GUARANI,"R. TERESINHA, 123, JD MARINGÁ, São Paulo, 03382180",2717-2732
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Água Rasa,6136095,AMA VILA ORATORIO,"R. JOÃO FIALHO DE CARVALHO, 35, VL DIVA, São Paulo, 03345010",2911-5318
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Água Rasa,6135749,AMA. ESPECIALIDADES VILA BERTIOGA,"R. FAROL PAULISTANO, 410, ALTO DA MOOCA, São Paulo, 03192060",2306-4522
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Mooca,2751917,AMB ESPEC MOOCA-ITALO DOMINGOS LE VOCCI,"R. MARINA CRESPI, 91, MOOCA, São Paulo, 03112090",2292-9512
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Brás,7024304,BASE SAMU - CENTRO OESTE - BRAS/ARMENIA - AM978,"R. SÃO CAETANO, 812, LUZ, São Paulo, 01104-000",
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Água Rasa,6999727,BASE SAMU - SUDESTE - AGUA RASA - AM993,"AV. SALIM FARAH MALUF, 6193, PQ SEVILHA, São Paulo, 03157-201",
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Belém,7272073,BASE SAMU - SUDESTE - BELEM PB - AM988,"AV. CELSO GARCIA, 2725, TATUAPÉ, São Paulo, 03063-000",
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Belém,7272650,BASE SAMU - SUDESTE - BELEM PB - URAM MC1075,"AV. CELSO GARCIA, 2725, TATUAPE, São Paulo, 03063-000",
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca Aricanduva,Belém,7272669,BASE SAMU - SUDESTE - BELEM PB - URAM MC1131,"AV. CELSO GARCIA, 2725, TATUAPE, São Paulo, 03063-000",
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,/Formosa/ Carrão,Carrão,7272413,BASE SAMU - SUDESTE - CARRAO - AM1003,"AV. CONSELHEIRO CARRÃO, 1018, VILA CARRÃO, São Paulo, 03402-000",
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Mooca,6999689,BASE SAMU - SUDESTE - PARQUE DA MOOCA - AM989,"R. TAQUARI, 635, MOOCA, São Paulo, 03166-000",
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Tatuapé,7272200,BASE SAMU - SUDESTE - TATUAPE - AM997,"AV. CELSO GARCIA, 4815, TATUAPE, São Paulo, 03063-000",
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Belém,7272774,BASE SAMU - SUDESTE - TATUAPE - AM998,"AV. CELSO GARCIA, 4815, TATUAPE, São Paulo, 03063-000",
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Tatuapé,7272219,BASE SAMU - SUDESTE - TATUAPE - AM999,"AV. CELSO GARCIA, 4815, TATUAPÉ, São Paulo, 03063-000",
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Tatuapé,7255780,BASE SAMU - SUDESTE - TATUAPE PB - AM908 SAV,"R. APUCARANA, 131, VILA GOMES CARDIM, São Paulo, 03311-000",
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,/Formosa/ Carrão Aricanduva,Aricanduva,6984150,BASE SAMU - SUDESTE - VILA FORMOSA PB - AM847 SIV,"R. CACIO DE MOURA, 180, JD PIQUEROBY, São Paulo, 03463-060",
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,/Formosa/ Carrão,Vila Formosa,7272081,BASE SAMU - SUDESTE - VILA FORMOSA/CERET - AM1002,"R. CANUTO DE ABREU, S/Nº, VILA REGENTE FEIJO, São Paulo, 03336-060",
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca Aricanduva,Mooca,3313344,CAPS AD II MOOCA,"R. JAIBARÁS, 251, MOOCA, São Paulo, 03163040",2694-6364
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,/Formosa/ Carrão,Carrão,3384292,CAPS Adulto II ARICANDUVA,"R. BOICININGA, 31, VL SANTA ISABEL, São Paulo, 03427070",2675-1155
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Mooca,2042916,CAPS Infantil II MOOCA,"R. TAQUARI, 549, MOOCA, São Paulo, 03166000",2694-4628
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Mooca,3004775,CECCO MOOCA,"R. TAQUARI, 549, MOOCA, São Paulo, 03166000",2692-6323
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Mooca,2086794,CR ST MOOCA,"PRAÇA CIRO PONTES, S/Nº, MOOCA, São Paulo, 03166-030",2604-7207
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Mooca,7045212,CTA MOOCA,"R. TAQUARI, 549, MOOCA, São Paulo, 03166-000",2694-3338
SMS,MUNICIPAL,Sudeste,Mooca/ Aricanduva,Mooca,Mooca,2084473,HOSP MUN IGNACIO PROENCA DE GOUVEA,"R. JUVENTUS, 562, MOOCA, São Paulo, 03124020",3394-7810
